symbol,category,PE_ratio,perc_high,perc_low,close_price,sma200,sma100,sma50,sma20,sma10,bollinger_signal,rsi_signal,stoch_signal,supertrend_signal
ABFRL,large,,,5.216158752657699,73.66,261.71824999999995,218.1085000000001,181.139,78.91250000000001,74.761,buy,buy,buy,probability to fall more
CHOLAHLDNG,large,8.04,9.27863755539571,,2027.6,1711.5662499999996,1742.9409999999991,1894.192,1947.6950000000004,1998.2999999999997,sell,hold,sell,probability to rise more
EMAMILTD,large,29.64,,11.66042938743352,,,,,,,,,,
SUNTV,large,13.68,,11.92426724922629,607.8,680.4934999999996,619.3375000000004,631.198,625.2624999999999,620.885,hold,hold,buy,probability to fall more
MANYAVAR,large,50.08,,13.726461843409323,800.7,1053.35425,806.5030000000002,774.1139999999999,795.3225,796.7250000000001,hold,hold,buy,probability to rise more
GILLETTE,large,60.45,8.981258118389311,,9900.0,8936.6555,8534.877,8895.154,9944.275,10251.7,sell,hold,sell,probability to rise more
POONAWALLA,large,,6.694129763130793,,414.9,354.54850000000005,353.4140000000001,397.45599999999996,413.78499999999997,419.82,sell,hold,sell,probability to rise more
GODFRYPHLP,large,45.36,15.365484429065743,,8009.0,6520.4127499999995,7011.964499999999,8246.242,8267.45,8189.35,sell,hold,sell,probability to rise more
RADICO,large,102.09,5.960027270443859,,2632.9,2328.59025,2369.2405000000003,2533.3199999999993,2604.32,2622.71,sell,hold,sell,probability to rise more
CROMPTON,large,39.33,,14.750830564784046,344.6,372.44099999999986,343.6055,342.49499999999995,350.015,347.08500000000004,hold,hold,buy,probability to rise more
SUMICHEM,large,48.49,,13.05468399820708,491.95,524.9037499999997,513.6189999999999,518.7440000000001,503.995,499.30999999999995,hold,hold,hold,probability to fall more
LAURUSLABS,large,99.05,6.142020497803814,,651.0,563.8432500000002,603.1285,624.7039999999998,644.175,664.3000000000001,sell,hold,sell,probability to rise more
